timestamp_sec,gt_x,gt_y,est_x,est_y,error_m
0.0,0.0,0.0,0.01664347876650643,0.01664347876650643,0.0235409883543231
0.10050251256281408,0.010050251256281409,0.0,0.02894011693410607,0.01888986567782466,0.026718339006824132
0.20100502512562815,0.020100502512562818,0.0,0.039102379166392934,0.01900187665383012,0.026876770373168487
0.30150753768844224,0.030150753768844227,0.0,0.041668006703658916,0.011517252934814686,0.016290315325056134
0.4020100502512563,0.040201005025125636,0.0,0.05860107077492323,0.018400065749797596,0.026025552687125315
0.5025125628140704,0.050251256281407045,0.0,0.06373549482617671,0.013484238544769676,0.019072473189207465
0.6030150753768845,0.060301507537688454,0.0,0.08269134150308673,0.02238983396539827,0.03166878920141198
0.7035175879396985,0.07035175879396986,0.0,0.08934405182775298,0.018992293033783116,0.02686321504071162
0.8040201005025126,0.08040201005025127,0.0,0.09434121210551535,0.013939202055264078,0.019715985933895442
0.9045226130653267,0.09045226130653267,0.0,0.10327713073169863,0.012824869425165962,0.01813984359995186
1.0050251256281408,0.10050251256281409,0.0,0.11388848159095422,0.01338596902814012,0.018933478116181218
1.105527638190955,0.1105527638190955,0.0,0.12090069171647738,0.010347927897381889,0.01463639023674949
1.206030150753769,0.12060301507537691,0.0,0.13411210250419814,0.01350908742882123,0.01910762012563116
1.306532663316583,0.1306532663316583,0.0,0.1418082955523157,0.011155029220657394,0.01577797626684214
1.407035175879397,0.14070351758793972,0.0,0.1595564459242409,0.01885292833630116,0.026666093827865854
1.5075376884422111,0.15075376884422112,0.0,0.16247556679538275,0.011721797951161624,0.016579629351006542
1.6080402010050252,0.16080402010050254,0.0,0.178747283990323,0.01794326388982046,0.025379439731004896
1.7085427135678393,0.17085427135678394,0.0,0.18138176682923832,0.010527495472454374,0.014890375491448903
1.8090452261306533,0.18090452261306533,0.0,0.1929326611380107,0.012028138524945348,0.017012925777857638
1.9095477386934674,0.19095477386934676,0.0,0.20507295480081686,0.0141181809314701,0.019969138516930836
2.0100502512562817,0.20100502512562818,0.0,0.21071348475427915,0.009708459628650965,0.013731908951415794
2.1105527638190957,0.21105527638190957,0.0,0.2275352036317469,0.01647992724983732,0.023309656647577538
2.21105527638191,0.221105527638191,0.0,0.23681034303656795,0.015704815398376946,0.02221331739515834
2.311557788944724,0.2311557788944724,0.0,0.23923880495419722,0.00808302605972484,0.01143285156962495
2.412060301507538,0.24120603015075381,0.0,0.258755168840167,0.017549138689413196,0.024821978344290233
2.512562814070352,0.2512562814070352,0.0,0.26139241821102244,0.010136136803987247,0.014336827162641085
2.613065326633166,0.2613065326633166,0.0,0.2755694414523791,0.014262908789062506,0.020173845529084168
2.71356783919598,0.271356783919598,0.0,0.28494278629054154,0.013586002370943519,0.01921641070854812
2.814070351758794,0.28140703517587945,0.0,0.2951654553021609,0.013758420126281411,0.01946028306404726
2.9145728643216082,0.29145728643216084,0.0,0.30363636692407125,0.012179080491910412,0.017226422195064234
3.0150753768844223,0.30150753768844224,0.0,0.31176467503700905,0.010257137348566831,0.01450797361890641
3.1155778894472363,0.31155778894472363,0.0,0.3294368712961427,0.017879082351419075,0.02528865962011185
3.2160804020100504,0.3216080402010051,0.0,0.3401294560302109,0.01852141582920581,0.026197193534944572
3.3165829145728645,0.3316582914572865,0.0,0.34673804467188374,0.015079753214597237,0.02132921246760571
3.4170854271356785,0.3417085427135679,0.0,0.35060371988275985,0.008895177169191998,0.012581580154444128
3.5175879396984926,0.35175879396984927,0.0,0.36518218056875484,0.01342338659890557,0.018986402544420893
3.6180904522613067,0.36180904522613067,0.0,0.3816442367725692,0.019835191546438563,0.028055433587607585
3.7185929648241207,0.3718592964824121,0.0,0.38626891293073834,0.014409616448326206,0.020381352826486857
3.819095477386935,0.3819095477386935,0.0,0.39462291071458744,0.012713362975893927,0.01798212584992069
3.919597989949749,0.3919597989949749,0.0,0.40908134706040256,0.017121548065427622,0.024217182553645862
4.020100502512563,0.40201005025125636,0.0,0.42056285691817746,0.018552806666921086,0.02624159358829008
4.120603015075377,0.41206030150753775,0.0,0.42274885388109334,0.010688552373555609,0.015118178746188982
4.2211055276381915,0.42211055276381915,0.0,0.4348298513141037,0.012719298550284528,0.017990521287531158
4.3216080402010055,0.4321608040201006,0.0,0.44152494376779416,0.009364139747693559,0.013244893561094144
4.42211055276382,0.442211055276382,0.0,0.45323415853995436,0.01102310326357238,0.015591376610427695
4.522613065326634,0.4522613065326634,0.0,0.46689427055845856,0.014632964025795165,0.020697261705509427
4.623115577889448,0.4623115577889448,0.0,0.47551597624598674,0.013204418457041962,0.018676688058050867
4.723618090452262,0.4723618090452262,0.0,0.4812055461574499,0.00884373711222374,0.012508821940910523
4.824120603015076,0.48241206030150763,0.0,0.49389804165203893,0.011485981350531322,0.016246083947003286
4.92462311557789,0.492462311557789,0.0,0.5083627278833265,0.01590041632553748,0.022489980658468856
